-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2018 
Location: Latitude  -33.3924   Longitude -70.7934 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1154.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,WS50M,WD50M
2018,1,4,0.0,21.7,9.26,9.67,2.19,3.25,190.81
2018,1,5,0.0,21.12,8.98,9.75,1.93,3.03,182.81
2018,1,6,0.0,24.33,9.65,9.78,2.38,3.56,174.25
2018,1,7,0.0,23.91,9.45,9.57,2.48,3.42,170.81
2018,1,8,1.61,21.12,7.98,8.93,1.62,2.35,187.5
2018,1,9,0.18,22.29,8.46,9.24,2.34,3.58,174.62
2018,1,10,0.51,22.53,8.53,9.15,2.38,3.4,177.69
2018,1,11,0.22,22.67,9.19,9.45,2.45,3.4,179.44
2018,1,12,0.2,22.03,8.13,9.48,1.88,2.62,178.19
2018,1,13,1.32,19.19,6.13,9.14,1.43,2.13,177.75
2018,1,14,0.02,20.05,7.36,9.12,1.75,2.52,194.12
2018,1,15,0.75,19.41,6.74,9.5,1.87,2.75,208.31
2018,1,16,0.02,19.72,9.05,9.54,2.02,2.98,194.94
2018,1,17,0.0,21.19,9.39,9.74,2.36,3.65,179.69
2018,1,18,0.0,22.48,9.28,9.48,2.57,3.73,181.81
2018,1,19,0.0,24.09,8.3,9.08,2.34,3.44,174.56
2018,1,20,0.57,22.58,7.92,8.83,2.11,3.0,183.88
2018,1,21,0.02,21.43,7.82,8.81,2.18,3.16,173.94
2018,1,22,0.0,21.29,7.53,9.24,2.06,2.85,185.94
2018,1,23,0.0,21.05,8.71,9.36,2.02,2.95,179.88
2018,1,24,0.0,21.47,9.14,9.28,2.39,3.34,192.38
2018,1,25,0.0,21.33,9.1,9.4,1.98,2.81,195.38
2018,1,26,0.0,21.12,9.33,9.42,1.9,2.83,179.06
2018,1,27,0.0,22.15,9.44,9.54,2.07,3.2,181.75
2018,1,28,0.18,23.66,9.28,9.37,2.35,3.55,174.88
2018,1,29,0.0,22.8,9.34,9.44,1.96,2.75,186.56
2018,1,30,0.02,21.75,9.35,9.42,2.06,3.16,165.88
2018,1,31,0.98,23.52,9.03,9.1,2.49,3.66,169.25
2018,2,1,0.29,23.98,8.99,9.06,2.35,3.24,172.19
2018,2,2,0.14,22.69,8.81,8.98,2.27,3.03,182.56
2018,2,3,0.02,22.29,8.42,8.67,2.48,3.34,188.12
2018,2,4,0.01,22.84,8.29,8.46,2.54,3.3,192.69
2018,2,5,0.02,24.19,7.46,8.13,2.08,2.7,179.62
2018,2,6,0.06,23.15,7.96,8.53,2.16,2.83,190.88
2018,2,7,0.11,22.26,8.67,8.82,1.96,2.76,174.12
2018,2,8,0.0,21.3,8.36,8.86,2.05,3.09,176.44
2018,2,9,0.0,20.51,8.78,9.07,2.07,3.2,180.12
2018,2,10,0.0,20.51,8.32,9.11,2.06,3.41,171.75
2018,2,11,0.0,21.23,9.01,9.09,2.13,3.39,172.69
2018,2,12,0.0,23.82,8.92,8.98,2.27,3.39,172.25
2018,2,13,0.0,22.5,8.69,8.77,2.21,3.02,175.56
2018,2,14,0.0,21.98,8.48,8.56,2.3,3.08,183.06
2018,2,15,0.01,22.21,8.38,8.45,2.19,3.03,182.06
2018,2,16,0.05,22.8,8.49,8.59,2.41,3.6,183.19
2018,2,17,0.05,21.54,8.23,8.32,2.02,3.3,181.69
2018,2,18,0.0,20.64,8.04,8.36,2.22,3.12,182.5
2018,2,19,1.09,19.72,7.28,8.27,1.98,2.83,177.81
2018,2,20,0.17,19.62,7.25,8.27,1.79,2.94,174.56
2018,2,21,0.0,21.5,8.25,8.36,2.17,3.37,173.38
2018,2,22,0.0,21.01,8.12,8.31,2.41,3.34,181.0
2018,2,23,2.88,19.54,6.56,8.14,1.98,2.88,177.88
2018,2,24,0.13,19.32,7.29,8.01,1.87,2.8,190.44
2018,2,25,0.0,19.8,8.01,8.06,2.12,3.09,183.81
2018,2,26,1.32,20.07,7.78,8.01,2.15,3.06,188.31
2018,2,27,1.72,18.27,7.04,7.82,2.16,3.07,181.12
2018,2,28,0.06,18.61,7.22,7.82,1.98,2.95,179.75
2018,3,1,0.0,20.42,7.47,7.67,2.24,3.29,170.62
2018,3,2,0.0,20.83,7.3,7.67,2.2,3.35,170.69
2018,3,3,0.03,20.55,7.54,7.69,2.02,2.94,169.94
2018,3,4,0.1,20.29,7.76,7.8,1.88,2.94,173.06
2018,3,5,0.06,21.51,7.72,7.77,2.27,3.59,174.5
2018,3,6,0.0,21.51,7.58,7.59,2.38,3.52,168.44
2018,3,7,0.0,20.74,6.95,7.31,1.95,2.77,178.38
2018,3,8,0.0,20.02,6.84,7.25,1.96,2.89,170.62
2018,3,9,0.0,20.0,7.36,7.43,1.86,2.88,185.56
2018,3,10,0.0,18.59,7.37,7.51,1.68,2.99,182.31
2018,3,11,0.0,20.48,7.69,7.76,1.95,3.39,154.94
2018,3,12,0.0,19.82,7.48,7.65,1.8,3.09,162.56
2018,3,13,0.0,19.36,7.63,7.65,1.9,3.23,179.81
2018,3,14,0.0,16.72,7.47,7.52,1.77,3.15,169.12
2018,3,15,0.0,19.12,7.49,7.52,1.98,3.37,181.31
2018,3,16,0.0,17.65,7.37,7.39,2.31,4.0,169.12
2018,3,17,2.23,14.93,6.9,6.99,2.67,4.73,171.62
2018,3,18,0.53,16.0,7.22,7.33,1.34,2.37,141.19
2018,3,19,0.0,17.97,7.22,7.25,1.79,2.79,169.75
2018,3,20,0.0,19.17,7.1,7.16,2.04,3.08,168.38
2018,3,21,0.0,18.84,7.05,7.07,1.67,2.77,161.31
2018,3,22,0.0,17.33,6.89,6.91,1.72,3.28,176.75
2018,3,23,0.0,17.16,6.37,6.76,1.95,3.36,166.12
2018,3,24,0.0,18.01,6.98,7.03,1.91,3.29,148.44
2018,3,25,0.0,20.54,6.72,6.76,2.01,3.55,146.69
2018,3,26,0.0,19.83,5.63,6.6,1.66,2.78,163.06
2018,3,27,0.0,19.83,6.47,6.48,2.03,3.05,156.88
2018,3,28,0.0,20.08,6.46,6.46,2.02,3.02,164.5
2018,3,29,0.0,22.04,6.33,6.33,2.13,3.4,159.62
2018,3,30,0.0,21.47,5.9,6.3,2.02,3.1,161.0
2018,3,31,0.0,18.81,6.19,6.19,1.84,2.68,176.62
2018,4,1,1.31,18.86,6.03,6.08,1.56,2.43,162.31
2018,4,2,0.23,18.55,5.87,5.99,2.06,3.19,167.12
2018,4,3,0.0,18.44,6.03,6.07,1.97,2.95,161.88
2018,4,4,0.0,18.02,5.97,6.0,1.62,2.45,162.75
2018,4,5,0.0,18.1,5.43,5.94,1.56,2.43,181.5
2018,4,6,0.04,15.3,2.81,5.74,1.74,2.95,159.31
2018,4,7,0.0,16.38,4.84,5.94,2.04,3.8,158.62
2018,4,8,0.0,17.66,5.85,5.87,1.66,2.91,157.88
2018,4,9,0.0,15.8,5.54,5.73,1.98,3.6,170.69
2018,4,10,0.02,14.5,3.07,5.63,1.91,3.91,148.0
2018,4,11,0.22,13.63,4.4,5.57,2.56,5.29,146.25
2018,4,12,0.0,17.73,5.75,5.79,1.64,3.02,162.56
2018,4,13,0.0,17.38,5.67,5.68,1.64,3.12,156.25
2018,4,14,0.0,19.3,5.62,5.63,1.66,3.01,152.25
2018,4,15,0.0,21.03,4.92,5.53,1.59,2.65,147.56
2018,4,16,0.0,19.36,4.4,5.22,1.35,2.7,133.0
2018,4,17,0.0,20.65,4.86,5.39,1.5,3.0,143.56
2018,4,18,0.0,20.67,5.17,5.27,1.46,2.66,141.81
2018,4,19,0.0,18.62,5.36,5.37,1.54,2.57,155.44
2018,4,20,0.0,18.62,5.22,5.22,1.56,2.52,150.56
2018,4,21,0.0,18.47,5.13,5.14,1.51,2.36,159.0
2018,4,22,0.0,17.12,5.11,5.1,1.65,2.94,156.31
2018,4,23,0.0,17.46,2.24,5.14,1.6,3.13,167.38
2018,4,24,0.0,16.8,5.03,5.04,1.64,3.01,156.5
2018,4,25,0.15,18.6,5.05,5.06,1.52,2.82,157.38
2018,4,26,0.0,15.72,4.87,4.92,1.78,3.39,158.88
2018,4,27,0.0,17.33,3.71,4.91,1.62,3.25,155.19
2018,4,28,0.0,18.58,3.33,4.78,1.45,2.96,154.06
2018,4,29,0.0,17.2,4.24,4.69,1.54,3.09,132.12
2018,4,30,0.0,15.51,3.66,4.6,1.54,2.99,166.31
2018,5,1,0.0,15.68,3.7,4.7,1.71,3.55,148.69
2018,5,2,0.0,15.69,4.0,4.61,1.51,2.85,152.38
2018,5,3,0.0,17.0,4.25,4.49,1.39,2.56,157.62
2018,5,4,0.0,16.98,4.4,4.38,1.5,3.02,147.12
2018,5,5,0.09,16.47,4.47,4.46,1.7,2.95,161.06
2018,5,6,0.55,13.66,4.18,4.36,1.45,2.35,180.75
2018,5,7,0.17,12.1,3.92,4.34,1.37,2.45,175.69
2018,5,8,0.11,12.21,4.31,4.34,1.38,2.5,181.25
2018,5,9,3.42,10.95,2.85,4.11,1.2,2.18,172.0
2018,5,10,0.54,10.52,3.76,4.14,1.48,2.69,145.88
2018,5,11,0.0,15.79,4.05,4.26,1.44,2.8,134.81
2018,5,12,0.0,16.44,3.81,4.18,1.4,2.73,141.44
2018,5,13,0.22,13.4,2.32,4.09,1.4,2.92,156.88
2018,5,14,0.11,11.46,2.37,4.03,1.12,2.39,120.81
2018,5,15,0.0,13.1,1.11,4.07,1.52,3.46,92.38
2018,5,16,0.0,15.29,1.53,3.93,1.43,3.1,149.0
2018,5,17,0.0,12.43,3.79,4.03,1.62,3.38,143.19
2018,5,18,0.0,11.29,4.07,4.21,1.55,3.45,121.75
2018,5,19,0.0,15.76,3.7,4.06,1.61,3.1,122.62
2018,5,20,0.0,15.48,3.59,3.92,1.4,2.69,131.81
2018,5,21,0.0,13.55,3.91,4.08,1.45,2.81,147.75
2018,5,22,0.0,14.22,3.94,4.0,1.47,3.12,147.0
2018,5,23,0.0,15.11,3.92,3.93,1.48,2.81,135.19
2018,5,24,0.0,15.26,3.85,3.95,1.52,3.01,129.5
2018,5,25,0.0,14.6,3.92,3.97,1.51,3.17,134.94
2018,5,26,0.0,12.11,2.94,3.81,1.23,2.78,124.38
2018,5,27,0.0,13.52,3.08,3.75,1.42,2.77,142.25
2018,5,28,2.8,12.18,1.07,3.58,1.76,4.59,175.38
2018,5,29,11.74,9.55,0.52,3.51,2.92,6.28,55.88
2018,5,30,1.29,8.28,1.51,3.5,1.23,2.8,132.5
2018,5,31,0.2,5.36,2.43,3.56,1.28,2.59,160.06
2018,6,1,0.0,6.12,3.55,3.84,1.55,3.03,152.5
2018,6,2,0.03,7.7,3.31,3.8,1.29,2.58,141.94
2018,6,3,0.05,4.21,3.22,3.65,1.47,3.24,137.31
2018,6,4,0.02,7.11,1.54,3.69,1.54,3.55,131.06
2018,6,5,0.0,9.19,0.78,3.55,1.3,3.45,84.56
2018,6,6,0.0,9.16,3.29,3.8,1.74,3.99,111.0
2018,6,7,0.0,10.62,3.0,3.62,1.49,3.72,134.06
2018,6,8,0.0,12.12,2.71,3.47,1.48,3.81,114.69
2018,6,9,12.41,8.01,1.11,3.39,2.85,5.79,223.38
2018,6,10,7.4,3.54,1.53,3.5,2.72,6.03,100.69
2018,6,11,12.27,0.16,1.05,3.35,1.68,3.73,149.94
2018,6,12,0.18,-0.49,2.47,3.46,1.48,3.79,93.56
2018,6,13,0.0,2.87,2.63,3.54,1.39,3.66,80.94
2018,6,14,0.0,5.65,2.59,3.52,1.34,3.41,110.12
2018,6,15,0.0,10.75,1.5,3.34,1.35,3.68,99.56
2018,6,16,0.0,11.98,2.76,3.42,1.7,4.14,110.31
2018,6,17,0.0,14.55,3.09,3.43,1.4,3.27,116.62
2018,6,18,0.0,15.33,2.91,3.54,1.3,3.08,125.06
2018,6,19,0.0,13.82,2.78,3.46,1.59,3.53,109.19
2018,6,20,0.0,12.51,3.08,3.55,1.57,3.22,123.44
2018,6,21,0.0,11.22,2.84,3.63,1.58,4.02,107.75
2018,6,22,0.0,10.64,2.87,3.61,1.23,3.02,76.56
2018,6,23,0.15,8.76,1.67,3.49,1.12,2.56,146.44
2018,6,24,0.5,7.13,1.64,3.35,0.98,1.95,147.88
2018,6,25,0.0,7.68,1.94,3.44,1.31,3.3,111.5
2018,6,26,0.0,10.44,1.61,3.44,1.25,3.54,132.75
2018,6,27,0.0,13.4,2.88,3.38,1.27,3.1,116.06
2018,6,28,0.0,11.54,1.09,3.35,1.46,3.03,141.0
2018,6,29,0.0,10.87,2.69,3.46,1.45,3.55,112.75
2018,6,30,0.0,10.2,2.17,3.47,1.67,3.66,137.75
2018,7,1,3.2,6.93,0.57,3.41,1.42,3.17,109.69
2018,7,2,0.37,9.23,1.77,3.45,1.12,2.74,68.69
2018,7,3,0.12,8.76,1.53,3.41,1.38,2.84,93.94
2018,7,4,5.98,6.46,0.63,3.42,3.2,5.95,112.75
2018,7,5,14.71,6.39,0.88,3.44,2.3,5.11,110.88
2018,7,6,11.96,4.45,1.21,3.42,1.82,4.34,125.88
2018,7,7,0.0,6.38,2.68,3.61,1.55,4.27,83.88
2018,7,8,0.0,10.52,2.96,3.73,1.49,4.04,119.75
2018,7,9,0.0,12.0,2.94,3.7,1.48,3.58,105.81
2018,7,10,0.0,11.58,2.25,3.71,1.28,2.98,123.19
2018,7,11,0.26,11.18,2.81,3.69,1.34,3.43,126.06
2018,7,12,0.0,13.55,2.75,3.61,1.35,3.54,98.12
2018,7,13,0.0,15.59,2.63,3.68,1.23,3.09,122.94
2018,7,14,0.0,12.55,2.65,3.62,1.25,2.28,152.0
2018,7,15,0.0,10.83,2.07,3.65,1.1,2.54,132.56
2018,7,16,0.0,11.43,2.47,3.69,1.38,2.94,125.31
2018,7,17,0.01,7.21,1.66,3.62,1.66,3.42,133.12
2018,7,18,0.02,3.2,1.92,3.71,1.25,2.26,153.69
2018,7,19,0.0,1.65,2.88,3.71,1.16,1.99,155.81
2018,7,20,0.0,4.44,3.28,3.95,1.32,2.86,118.25
2018,7,21,0.02,8.51,2.62,3.94,1.36,2.91,134.25
2018,7,22,0.01,5.44,3.34,3.99,1.25,2.72,127.25
2018,7,23,0.0,8.82,3.51,4.05,1.43,2.88,135.38
2018,7,24,0.0,9.74,3.64,3.99,1.36,2.83,132.62
2018,7,25,0.0,10.26,3.42,4.21,1.43,3.24,134.81
2018,7,26,0.0,11.46,3.23,4.01,1.21,2.14,158.38
2018,7,27,18.43,3.09,0.68,3.97,1.02,2.04,147.56
2018,7,28,0.05,3.08,3.62,4.19,1.24,2.91,131.06
2018,7,29,0.0,5.16,2.99,4.05,1.55,3.39,139.44
2018,7,30,0.0,6.96,3.66,4.25,1.34,2.88,129.56
2018,7,31,0.0,8.8,3.89,4.3,1.38,2.75,148.81
2018,8,1,0.0,7.94,3.28,4.37,1.4,2.93,145.25
2018,8,2,0.02,7.58,2.99,4.33,1.41,2.7,147.19
2018,8,3,0.0,7.2,3.86,4.49,1.35,2.84,129.31
2018,8,4,0.0,11.61,3.39,4.45,1.27,2.85,105.12
2018,8,5,0.0,12.11,2.48,4.25,1.34,2.87,136.0
2018,8,6,1.87,10.92,1.64,4.16,0.93,2.29,93.25
2018,8,7,4.56,4.82,3.15,4.44,1.55,2.7,106.38
2018,8,8,0.0,12.9,3.51,4.58,1.4,3.3,103.62
2018,8,9,0.0,15.46,3.64,4.52,1.41,3.29,140.56
2018,8,10,0.0,15.63,3.55,4.62,1.32,2.98,128.31
2018,8,11,0.0,14.2,3.78,4.6,1.3,2.5,140.38
2018,8,12,0.0,12.05,3.24,4.66,1.39,2.38,153.38
2018,8,13,0.0,7.23,4.21,4.89,1.2,2.5,152.62
2018,8,14,0.0,12.99,4.26,4.81,1.45,2.98,118.56
2018,8,15,0.0,15.87,4.43,4.8,1.48,3.1,131.12
2018,8,16,0.0,15.04,4.43,4.83,1.36,2.67,138.88
2018,8,17,0.0,13.08,2.85,4.94,1.21,2.66,133.5
2018,8,18,0.0,9.38,3.25,5.11,1.43,2.84,152.31
2018,8,19,0.0,9.37,4.61,5.23,1.74,4.01,129.38
2018,8,20,0.0,10.34,4.7,5.07,1.74,3.49,130.94
2018,8,21,0.0,11.58,4.24,5.21,1.54,3.14,129.38
2018,8,22,0.08,11.32,2.06,5.27,1.85,3.63,133.44
2018,8,23,1.12,3.39,2.31,5.11,2.0,3.58,160.88
2018,8,24,0.0,5.23,4.6,5.4,1.53,2.83,141.38
2018,8,25,0.0,13.52,4.99,5.38,2.12,4.67,132.5
2018,8,26,0.0,17.32,4.58,5.31,1.52,3.43,133.19
2018,8,27,0.0,15.11,4.5,5.35,1.49,3.02,141.19
2018,8,28,0.0,14.22,4.52,5.42,1.52,2.87,155.25
2018,8,29,0.0,12.94,4.64,5.51,1.48,2.77,158.69
2018,8,30,0.04,10.58,2.97,5.21,1.26,2.1,172.12
2018,8,31,0.03,6.88,1.9,5.13,1.22,2.27,160.56
2018,9,1,0.0,8.26,5.03,5.58,1.88,2.98,152.62
2018,9,2,0.0,13.09,5.34,5.89,1.66,3.49,129.5
2018,9,3,0.0,17.23,5.67,6.0,1.85,4.01,128.69
2018,9,4,0.0,18.88,5.51,6.11,1.7,3.42,143.12
2018,9,5,0.0,13.73,4.61,5.94,1.55,3.09,167.81
2018,9,6,0.0,15.12,5.51,6.05,1.38,2.87,155.19
2018,9,7,0.0,14.92,5.77,6.07,1.37,2.73,156.06
2018,9,8,0.0,15.63,5.76,6.16,1.45,2.66,153.25
2018,9,9,0.0,15.93,5.37,6.16,1.31,2.45,159.31
2018,9,10,0.0,16.74,5.84,6.29,1.63,2.89,154.44
2018,9,11,0.0,14.77,4.99,6.2,1.5,2.6,160.94
2018,9,12,0.17,13.63,4.28,6.2,1.61,2.67,167.88
2018,9,13,0.14,13.69,5.7,6.1,1.8,2.75,163.5
2018,9,14,0.0,13.32,5.42,6.21,1.59,2.38,169.81
2018,9,15,0.01,10.48,3.1,6.26,1.45,2.36,159.56
2018,9,16,0.0,11.69,5.86,6.51,1.38,2.45,153.25
2018,9,17,3.98,13.64,2.46,6.26,1.37,2.99,169.56
2018,9,18,16.33,4.81,2.58,6.41,2.66,5.33,138.62
2018,9,19,0.0,10.18,2.7,6.6,1.48,3.68,134.69
2018,9,20,0.0,13.41,2.09,6.54,1.66,3.59,149.94
2018,9,21,0.0,15.93,5.94,6.81,1.79,3.65,166.06
2018,9,22,0.01,12.47,5.35,6.79,2.1,3.5,166.56
2018,9,23,0.0,12.84,5.65,6.92,1.34,2.58,167.56
2018,9,24,0.0,15.24,2.56,6.81,1.12,2.37,132.31
2018,9,25,0.0,16.0,3.08,6.92,1.4,2.81,157.31
2018,9,26,0.02,16.08,2.25,6.94,1.74,3.38,160.94
2018,9,27,0.02,13.44,2.07,6.85,1.87,4.14,94.12
2018,9,28,1.55,13.34,2.48,7.0,2.42,4.2,231.0
2018,9,29,2.61,8.1,2.28,7.05,1.9,3.34,145.62
2018,9,30,0.11,9.52,1.51,7.1,1.52,2.95,185.69
2018,10,1,0.0,11.5,6.2,7.54,1.41,2.73,145.5
2018,10,2,0.0,12.57,6.74,7.72,1.66,3.18,149.62
2018,10,3,0.0,15.09,6.92,7.74,1.59,3.23,139.38
2018,10,4,0.0,17.9,5.81,7.39,1.9,3.48,162.81
2018,10,5,0.0,16.94,6.55,7.46,1.74,3.05,175.94
2018,10,6,0.0,16.66,6.6,7.52,1.65,3.04,161.44
2018,10,7,0.09,15.37,4.2,7.52,1.86,3.62,175.06
2018,10,8,0.58,10.2,4.16,7.27,1.96,3.61,236.75
2018,10,9,0.0,12.18,5.01,7.61,1.54,2.88,171.75
2018,10,10,0.0,13.75,2.28,7.6,1.41,2.66,186.0
2018,10,11,0.0,10.67,4.12,7.55,2.01,3.29,193.75
2018,10,12,0.05,11.58,5.21,7.7,1.89,3.04,179.5
2018,10,13,0.64,11.47,5.39,7.59,1.98,2.77,188.88
2018,10,14,0.13,13.73,7.25,7.87,1.84,2.75,155.44
2018,10,15,0.0,15.08,7.16,7.94,1.94,3.23,174.12
2018,10,16,0.0,11.78,2.55,8.02,1.16,2.23,172.88
2018,10,17,0.0,11.3,5.65,8.06,2.2,3.72,171.56
2018,10,18,0.05,14.46,7.58,8.25,1.66,2.52,183.81
2018,10,19,0.1,14.82,7.59,8.21,1.72,2.71,189.06
2018,10,20,0.0,14.63,7.71,8.31,1.83,2.91,188.94
2018,10,21,0.0,16.54,7.62,8.54,1.58,2.81,175.62
2018,10,22,0.0,18.11,5.91,8.25,1.76,2.82,177.75
2018,10,23,0.0,15.36,4.97,8.24,1.45,2.27,173.56
2018,10,24,0.02,15.36,6.05,8.33,1.53,2.67,182.81
2018,10,25,0.07,16.33,4.97,8.15,1.73,2.88,180.81
2018,10,26,0.0,18.44,7.65,8.51,1.52,2.5,158.69
2018,10,27,0.17,18.37,5.22,8.36,1.76,2.86,177.5
2018,10,28,0.14,17.97,4.21,8.5,1.67,2.88,172.38
2018,10,29,3.47,15.24,3.7,8.4,2.24,3.88,166.44
2018,10,30,1.64,14.81,6.56,8.48,1.85,3.14,174.06
2018,10,31,0.04,15.74,7.51,8.68,1.84,3.02,186.5
2018,11,1,0.0,17.88,2.81,8.64,1.91,3.33,180.12
2018,11,2,0.26,15.28,6.01,8.88,2.69,4.97,206.69
2018,11,3,0.0,17.55,8.4,9.0,1.99,3.45,186.69
2018,11,4,0.0,17.1,8.46,8.98,2.03,3.05,177.56
2018,11,5,0.0,19.12,8.23,8.98,2.01,3.26,169.0
2018,11,6,0.07,21.16,8.49,9.02,2.23,3.76,164.06
2018,11,7,0.01,22.26,8.67,9.16,2.21,3.46,174.31
2018,11,8,0.0,21.81,8.76,9.05,2.03,3.09,174.44
2018,11,9,0.0,19.43,7.32,9.26,1.86,2.8,184.25
2018,11,10,0.47,16.43,8.37,9.19,2.4,3.67,195.94
2018,11,11,0.15,13.83,7.82,9.27,1.88,2.92,204.38
2018,11,12,1.19,11.21,2.84,9.16,2.28,3.16,224.31
2018,11,13,0.31,11.8,5.21,9.33,1.91,3.16,178.12
2018,11,14,0.0,17.35,7.62,9.31,1.97,3.46,159.38
2018,11,15,0.0,19.36,8.46,9.23,2.09,3.46,179.44
2018,11,16,0.0,18.31,7.93,9.22,2.3,3.62,196.62
2018,11,17,0.0,16.39,7.6,9.48,1.89,3.09,181.75
2018,11,18,0.0,21.16,9.07,9.5,1.99,3.59,157.12
2018,11,19,0.0,22.51,9.11,9.49,1.98,3.14,166.38
2018,11,20,0.0,23.01,9.18,9.56,2.17,3.3,168.5
2018,11,21,0.05,21.23,9.27,9.63,2.08,3.06,175.69
2018,11,22,0.15,20.68,8.38,9.34,1.98,3.15,175.25
2018,11,23,0.02,20.71,7.52,9.58,2.02,3.27,187.81
2018,11,24,0.0,21.47,9.03,9.62,2.14,3.27,179.38
2018,11,25,0.03,21.19,8.21,9.55,1.99,3.0,185.94
2018,11,26,0.79,19.59,8.88,9.51,2.01,3.11,193.56
2018,11,27,0.04,20.2,9.52,9.95,2.12,3.47,169.94
2018,11,28,0.0,20.29,8.71,9.42,2.17,3.06,180.31
2018,11,29,0.0,19.79,8.5,9.56,2.09,2.96,180.88
2018,11,30,0.06,19.57,7.13,9.48,1.98,2.97,187.44
2018,12,1,0.03,19.69,8.23,9.46,2.14,3.41,192.19
2018,12,2,0.0,20.33,7.55,9.56,1.84,2.75,175.62
2018,12,3,0.0,18.95,8.37,9.75,2.35,3.2,183.94
2018,12,4,2.78,12.39,2.44,9.12,1.27,1.63,220.62
2018,12,5,0.66,16.23,6.32,9.23,1.64,2.38,191.62
2018,12,6,0.16,19.48,7.97,9.54,2.3,3.46,171.06
2018,12,7,0.0,19.33,8.47,9.49,2.52,3.31,192.88
2018,12,8,0.04,17.05,8.66,9.67,2.36,3.54,210.81
2018,12,9,0.0,19.51,9.65,10.0,1.82,2.91,189.06
2018,12,10,0.0,20.4,9.61,9.87,2.11,2.98,198.19
2018,12,11,0.0,19.75,8.35,9.86,1.88,2.91,192.38
2018,12,12,0.0,20.05,9.46,9.84,2.09,3.06,201.06
2018,12,13,0.0,15.56,8.96,9.93,2.47,3.72,201.06
2018,12,14,0.0,17.23,7.97,10.06,1.7,2.99,172.88
2018,12,15,0.0,20.27,9.71,10.02,2.06,3.02,189.12
2018,12,16,0.0,22.22,9.83,10.09,2.03,2.91,186.0
2018,12,17,0.53,21.58,9.64,9.98,2.18,3.35,194.19
2018,12,18,0.03,21.99,9.15,9.8,2.27,3.42,188.0
2018,12,19,0.4,21.04,8.41,9.8,2.16,3.15,187.88
2018,12,20,0.01,19.69,9.67,10.11,1.98,3.18,191.81
2018,12,21,0.0,21.03,9.76,9.96,2.27,3.34,176.75
2018,12,22,0.0,21.02,9.23,9.78,2.15,2.98,181.62
2018,12,23,0.0,22.65,9.45,9.76,2.35,3.23,181.38
2018,12,24,0.0,23.55,9.41,9.66,2.54,3.48,183.62
2018,12,25,0.43,23.03,9.6,9.84,2.47,3.38,189.31
2018,12,26,0.14,21.71,9.5,9.68,1.99,2.7,186.12
2018,12,27,0.0,22.16,9.91,10.11,2.02,2.79,187.25
2018,12,28,0.0,22.13,10.01,10.17,2.12,3.23,193.5
2018,12,29,0.0,19.92,9.99,10.14,2.32,3.56,189.69
2018,12,30,0.0,22.58,10.09,10.26,2.14,3.16,189.31
2018,12,31,0.0,22.77,10.06,10.27,1.95,2.85,168.06
